id,question,options,answer
219,"Please answer a question about the following text: (Background) Epidemiologic findings support a positive association between asthma and obesity.
(Objective) Determine whether obesity or increasing level of body mass index (BMI) are associated with worse asthma control in an ethnically diverse urban population.
(Methods) Cross-sectional assessment of asthma control was performed in patients with asthma recruited from primary care offices by using 4 different validated asthma control questionnaires: the Asthma Control and Communication Instrument (ACCI), the Asthma Control Test (ACT), the Asthma Control Questionnaire (ACQ), and the Asthma Therapy Assessment Questionnaire (ATAQ). Multiple linear regression analysis was performed to evaluate the association between obesity and increasing BMI level and asthma control.
(Results) Of 292 subjects with a mean age of 47 years, the majority were women (82%) and African American (67%). There was a high prevalence of obesity with 63%, with only 15% normal weight. The mean score from all 4 questionnaires showed an average suboptimal asthma control (mean score/maximum possible score): ACCI (8.3/19), ACT (15.4/25), ACQ (2.1/6), and ATAQ (1.3/4). Regression analysis showed no association between obesity or increasing BMI level and asthma control using all 4 questionnaires. This finding persisted even after adjusting for FEV(1), smoking status, race, sex, selected comorbid illnesses, and long-term asthma controller use.
Does higher body mass index contribute to worse asthma control in an urban population?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",A
859,"Article: (Objective) To validate a clinical diagnostic tool, used by emergency physicians (EPs), to diagnose the central cause of patients presenting with vertigo, and to determine interrater reliability of this tool.
(Methods) A convenience sample of adult patients presenting to a single academic ED with isolated vertigo (i.e. vertigo without other neurological deficits) was prospectively evaluated with STANDING (SponTAneousNystagmus, Direction, head Impulse test, standiNG) by five trained EPs. The first step focused on the presence of spontaneous nystagmus, the second on the direction of nystagmus, the third on head impulse test and the fourth on gait. The local standard practice, senior audiologist evaluation corroborated by neuroimaging when deemed appropriate, was considered the reference standard. Sensitivity and specificity of STANDING were calculated. On the first 30 patients, inter-observer agreement among EPs was also assessed.
(Results) Five EPs with limited experience in nystagmus assessment volunteered to participate in the present study enrolling 98 patients. Their average evaluation time was 9.9 ± 2.8 min (range 6-17). Central acute vertigo was suspected in 16 (16.3%) patients. There were 13 true positives, three false positives, 81 true negatives and one false negative, with a high sensitivity (92.9%, 95% CI 70-100%) and specificity (96.4%, 95% CI 93-38%) for central acute vertigo according to senior audiologist evaluation. The Cohen's kappas of the first, second, third and fourth steps of the STANDING were 0.86, 0.93, 0.73 and 0.78, respectively. The whole test showed a good inter-observer agreement (k = 0.76, 95% CI 0.45-1).

Now answer this question: Can emergency physicians accurately and reliably assess acute vertigo in the emergency department?","[""No"", ""Maybe"", ""Yes""]",C
727,"(Background) Pigmentary dilution is observed in patients with homocystinuria. Therefore, it is possible that an increase of local homocysteine (Hcy) interferes with normal melanogenesis and plays a role in the pathogenesis of vitiligo. Vitamin B12 and folic acid, levels of which are decreased in vitiligo, are important cofactors in the metabolism of Hcy. Consequently, a nutritional deficiency in either of these two vitamins will result in an increase in homocysteine in the circulation, a finding that we expect to find in vitiligo.
(Objective) To determine the level of Hcy in the blood of patients with vitiligo as a first step in revealing if it has any relationship with the pathogenesis of vitiligo and consequently if this will have an impact on the treatment of vitiligo.
(Methods) Twenty-six patients of both sexes with vitiligo (age range 20-50 years, mean 31.4 +/- 8.09) and 26 age-matched healthy controls were included in the study. After excluding factors that may affect serum Hcy levels, blood samples from patients and controls were obtained for homocysteine determination by enzyme immunoassay.
(Results) The mean serum level of Hcy was significantly higher in patients with vitiligo than in controls (21.61 +/- 13.28 vs. 13.1 +/- 4.88 micromol L(-1); P<0.001). The Hcy level was significantly higher in male patients than in female patients (28.67 +/- 15.95 vs. 15.56 +/- 6.2 micromol L(-1); P<0.001) and in male controls compared with female controls (15.07 +/- 4.61 vs. 12.05 +/- 4.82 micromol L(-1); P<0.001). The homocysteine level was related to the activity of vitiligo and was significantly higher in patients with progressive disease than in controls (25.4 +/- 14.99 vs. 13.1 +/- 4.88 micromol L(-1); P<0.001). No significant difference in Hcy levels was found between either untreated vitiligo patients (22.77 +/- 13.36 micromol L(-1)) or patients receiving ultraviolet therapy (20.45 +/- 13.73 micromol L(-1)) and the total patient group (21.62 +/- 13.28 micromol L(-1)).
Answer this question based on the article: Is there a relationship between homocysteine and vitiligo?","[""No"", ""Maybe"", ""Yes""]",C
995,"Read this and answer the question
(Background) ""America's Best Hospitals,"" an influential list published annually by U.S. News and World Report, assesses the quality of hospitals. It is not known whether patients admitted to hospitals ranked at the top in cardiology have lower short-term mortality from acute myocardial infarction than those admitted to other hospitals or whether differences in mortality are explained by differential use of recommended therapies.
(Methods) Using data from the Cooperative Cardiovascular Project on 149,177 elderly Medicare beneficiaries with acute myocardial infarction in 1994 or 1995, we examined the care and outcomes of patients admitted to three types of hospitals: those ranked high in cardiology (top-ranked hospitals); hospitals not in the top rank that had on-site facilities for cardiac catheterization, coronary angioplasty, and bypass surgery (similarly equipped hospitals); and the remaining hospitals (non-similarly equipped hospitals). We compared 30-day mortality; the rates of use of aspirin, beta-blockers, and reperfusion; and the relation of differences in rates of therapy to short-term mortality.
(Results) Admission to a top-ranked hospital was associated with lower adjusted 30-day mortality (odds ratio, 0.87; 95 percent confidence interval, 0.76 to 1.00; P=0.05 for top-ranked hospitals vs. the others). Among patients without contraindications to therapy, top-ranked hospitals had significantly higher rates of use of aspirin (96.2 percent, as compared with 88.6 percent for similarly equipped hospitals and 83.4 percent for non-similarly equipped hospitals; P<0.01) and beta-blockers (75.0 percent vs. 61.8 percent and 58.7 percent, P<0.01), but lower rates of reperfusion therapy (61.0 percent vs. 70.7 percent and 65.6 percent, P=0.03). The survival advantage associated with admission to top-ranked hospitals was less strong after we adjusted for factors including the use of aspirin and beta-blockers (odds ratio, 0.94; 95 percent confidence interval, 0.82 to 1.08; P=0.38).
Do ""America's Best Hospitals"" perform better for acute myocardial infarction?","[""No"", ""Maybe"", ""Yes""]",C
776,"Answer a question about this article:
(Introduction) Rising health care costs and the need to consolidate expertise in tertiary services have led to the centralisation of services. In the UK, the result has been that many rural maternity units have become midwife-led. A key consideration is that midwives have the skills to competently and confidently provide maternity services in rural areas, which may be geographically isolated and where the midwife may only see a small number of pregnant women each year. Our objective was to compare the views of midwives in rural and urban settings, regarding their competence and confidence with respect to 'competencies' identified as being those which all professionals should have in order to provide effective and safe care for low-risk women.
(Method) This was a comparative questionnaire survey involving a stratified sample of remote and rural maternity units and an ad hoc comparison group of three urban maternity units in Scotland. Questionnaires were sent to 82 midwives working in remote and rural areas and 107 midwives working in urban hospitals with midwife-led units.
(Results) The response rate from midwives in rural settings was considerably higher (85%) than from midwives in the urban areas (60%). Although the proportion of midwives who reported that they were competent was broadly similar in the two groups, there were some significant differences regarding specific competencies. Midwives in the rural group were more likely to report competence for breech delivery (p = 0.001), while more urban midwives reported competence in skills such as intravenous fluid replacement (p<0.001) and initial and discharge examination of the newborn (p<0.001). Both groups reported facing barriers to continuing professional development; however, more of the rural group had attended an educational event within the last month (p<0.001). Lack of time was a greater barrier for urban midwives (p = 0.02), whereas distance to training was greater for rural midwives (p = 0.009). Lack of motivation or interest was significantly higher in urban units (p = 0.006).
Midwives' competence: is it affected by working in a rural location? Yes, No, or Maybe?","[""No"", ""Maybe"", ""Yes""]",B
987,"(Objective) Assessing the clinical course of inflammatory bowel disease (IBD) patients consists of periodical clinical evaluations and laboratory tests. We aimed to assess the role of calprotectin tests in predicting clinical relapse in IBD patients.
(Methods) Ninety-seven patients with ulcerative colitis (UC) and 65 with Crohn's disease (CD) in clinical remission were prospectively included in the study. A 10-g stool sample was collected for calprotectin assay. The cutoff level was set at 130 mg/kg of feces. Patients were followed up for 1 yr after the test or until relapse. The cumulative proportion of relapses was estimated by the Kaplan-Meier analysis. Statistics for equality of survival distribution were tested using the log-rank test.
(Results) The calprotectin test was positive in 44 UC patients and 26 of them relapsed within a year, while 11 of 53 UC patients with a negative calprotectin test relapsed within the same time frame. Thirty CD patients had a positive calprotectin test and 13 of them relapsed within a year, as did 7 of the 35 with a negative test result. A significant correlation emerged between a positive calprotectin test and the probability of relapse in UC patients (P= 0.000). In CD patients, only cases of colonic CD showed a significant correlation between a positive calprotectin test and the probability of relapse, i.e., 6 colonic CD patients were positive for the calprotectin test and 4 relapsed (P= 0.02).
Can calprotectin predict relapse risk in inflammatory bowel disease?","[""No"", ""Maybe"", ""Yes""]",B
497,"Here is a question about this article: (Objective) To determine whether fibromyalgia (FM) is more common in patients with primary Sjögren's syndrome (pSS) who complain of fatigue. The association and prevalence of fatigue and FM was recorded in a group of patients with pSS and a control group of lupus patients, a subset of whom had secondary Sjögren's syndrome (sSS).
(Methods) 74 patients with pSS and 216 patients with lupus were assessed with a questionnaire to identify the presence of fatigue and generalised pain. From the lupus group, in a subset of 117 lupus patients (from the Bloomsbury unit) those with sSS were identified. All patients were studied for the presence of FM.
(Results) 50 of 74 patients with pSS (68%) reported fatigue-a prevalence significantly higher than in the lupus group (108/216 (50%); p<0.0087). Fatigue was present in 7/13 (54%) patients with SLE/sSS. FM was present in 9/74 patients with pSS (12%), compared with 11/216 lupus patients (5%), and in none of the patients with SLE/sSS. None of these values corresponds with previously reported figures of the incidence of FM in pSS.
What is the answer to this question: Fatigue in primary Sjögren's syndrome: is there a link with the fibromyalgia syndrome?","[""No"", ""Maybe"", ""Yes""]",A
660,"(Background) Congenital cytomegalovirus infection is currently the leading cause of congenital infection in 0.2-2.2% of live births worldwide leading to variable serious sequalae. The aim of the study was to determine if low birth weight is an indicator of CMV congenital infection evidenced by detecting CMV-DNA in umbilical cord blood at the time of delivery.
(Methodology) CMV-IgG and IgM antibodies and CMV-DNAemia were assessed in umbilical cord blood of two hundreds newborns, one hundred of whom had birth weight<or = 2700 gram and/or head circumference<or = 32 cm.
(Results) CMV-IgM was not detected, while CMV-IgG was positive in 80-90% of the two hundreds tested newborns. CMV-DNA was detected in four out of the 200 newborns. One of them was over the adopted weight limit (>2700 gram).
Based on the above article, answer a question. Is low birth weight a risk indicator for congenital cytomegalovirus infection?","[""No"", ""Maybe"", ""Yes""]",A
231,"Context: (Objective) This prospective, randomized, double-blind study was designed to determine and compare the usefulness of preloading colloids (Haemaccel) 10 ml/Kg before positioning whether it can prevent hemodynamic changes during seated positioning or not.
(Material and method) The authors studied 20 patients by randomly dividing them into 2 groups. The control group was given crystalloid as maintenance and deposit replacement but the study group was given extra colloids 10 ml/Kg 30 minutes before starting general anesthesia. Both groups were monitored and given anesthesia, balanced technique. Systolic and diastolic blood pressures, heart rate, central venous pressure (CVP) at different time intervals in the sitting position for 30 minutes were recorded. Statistical analysis was done by Student t-test, Chi-square test and ANOVA (p-value<0. 05 considered significant).
(Results) The results showed that systolic blood pressure at 15, 20, 30 minutes and CVP at 15, 25, 30 minutes after positioning in the study group was maintained significantly compared to the control group and there were no significant changes in diastolic blood pressure and heart rate. There were no other complications during the sitting period.
Question: Does preloading with colloids prevent hemodynamic changes when neurosurgical patients are subsequently changed to the seated position?
Answer:","[""No"", ""Maybe"", ""Yes""]",C
357,"(Background and objectives) Bolus intravenous injection of epinephrine can decrease uterine blood flow. This study examined the effects of intravenous infusion of epinephrine on uterine blood flow in the gravid ewe.
(Methods) Maternal and fetal vascular catheters and a maternal electromagnetic uterine artery flow probe were implanted in 10 near-term gravid ewes. After recovery, saline, 0.125% bupivacaine, 0.125% bupivacaine with 1:200,000 epinephrine, 0.125% bupivacaine with 1:400,000 epinephrine, and 0.125% bupivacaine with 1:800,000 epinephrine were infused into the maternal superior vena cava. Drugs were infused at 10 mL/h for 30 minutes and then at 20 mL/h for an additional 30 minutes. Animals also received an intravenous bolus of epinephrine 15 micrograms. Throughout all infusions, maternal heart rate, systemic and pulmonary blood pressures, uterine blood flow, cardiac output, and acid-base balance were measured, as well as fetal heart rate, blood pressure, and acid-base balance.
(Results) Epinephrine 15 micrograms decreased uterine blood flow to 68 +/- 14% of baseline (mean +/- SD). Infusion of all solutions had no effect on any measured hemodynamic variable.
Does continuous intravenous infusion of low-concentration epinephrine impair uterine blood flow in pregnant ewes?","[""No"", ""Maybe"", ""Yes""]",A
319,"Please answer a question about the following text: (Objectives) Female citizens of Sami (the indigenous people of Norway) municipalities in northern Norway have a low risk of breast cancer. The objective of this study was to describe the attendance rate and outcome of the Norwegian Breast Cancer Screening Program (NBCSP) in the Sami-speaking municipalities and a control group.
(Study design) A retrospective registry-based study.
(Methods) The 8 municipalities included in the administration area of the Sami language law (Sami) were matched with a control group of 11 municipalities (non-Sami). Population data were accessed from Statistics Norway. Data regarding invitations and outcome in the NBCSP during the period 2001-2010 was derived from the Cancer Registry of Norway (CRN). The NBCSP targets women aged 50-69 years. Rates and percentages were compared using chi-square test with a p-value<0.05 as statistical significant.
(Results) The attendance rate in the NBCSP was 78% in the Sami and 75% in the non-Sami population (p<0.01). The recall rates were 2.4 and 3.3% in the Sami and non-Sami population, respectively (p<0.01). The rate of invasive screen detected cancer was not significantly lower in the Sami group (p=0.14). The percentage of all breast cancers detected in the NBCSP among the Sami (67%) was lower compared with the non-Sami population (86%, p=0.06).
Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
314,"(Background) The incidence of large-scale urban attacks on civilian populations has significantly increased across the globe over the past decade. These incidents often result in Hospital Multiple Casualty Incidents (HMCI), which are very challenging to hospital teams. 15 years ago the Emergency and Disaster Medicine Division in the Israeli Ministry of Health defined a key of 20 percent of each hospital's bed capacity as its readiness for multiple casualties. Half of those casualties are expected to require immediate medical treatment. This study was performed to evaluate the efficacy of the current readiness guidelines based on the epidemiology of encountered HMCIs.
(Methods) A retrospective study of HMCIs was recorded in the Israeli Defense Force (IDF) home front command and the Israeli National Trauma Registry (ITR) between November 2000 and June 2003. An HMCI is defined by the Emergency and Disaster Medicine Division in the Israeli Ministry of Health as>or=10 casualties or>or=4 suffering from injuries with an ISS>or=16 arriving to a single hospital.
(Results) The study includes a total of 32 attacks, resulting in 62 HMCIs and 1292 casualties. The mean number of arriving casualties to a single hospital was 20.8+/-13.3 (range 4-56, median 16.5). In 95% of the HMCIs the casualty load was<or=52. Based on severity scores and ED discharges 1022 (79.2%) casualties did not necessitate immediate medical treatment.
Based on the above article, answer a question. Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?","[""No"", ""Maybe"", ""Yes""]",C
553,"(Objective) To report the outcomes of surgical treatment of lower limb fractures in patients with chronic spinal cord injuries.
(Material and method) A total of 37 lower limb fractures were treated from 2003 to 2010, of which 25 fractures were treated surgically and 12 orthopaedically.
(Results) Patients of the surgical group had better clinical results, range of motion, bone consolidation, and less pressure ulcers and radiological misalignment. No differences were detected between groups in terms of pain, hospital stay, and medical complications.
(Discussion) There is no currently consensus regarding the management of lower limb fractures in patients with chronic spinal cord injuries, but the trend has been conservative treatment due to the high rate of complications in surgical treatment.
Based on the above article, answer a question. Should lower limb fractures be treated surgically in patients with chronic spinal injuries?","[""No"", ""Maybe"", ""Yes""]",C
258,"Article: (Background) This paper investigates the impact of geographic scale (census tract, zip code, and county) on the detection of disparities in breast cancer mortality among three ethnic groups in Texas (period 1995-2005). Racial disparities were quantified using both relative (RR) and absolute (RD) statistics that account for the population size and correct for unreliable rates typically observed for minority groups and smaller geographic units. Results were then correlated with socio-economic status measured by the percentage of habitants living below the poverty level.
(Results) African-American and Hispanic women generally experience higher mortality than White non-Hispanics, and these differences are especially significant in the southeast metropolitan areas and southwest border of Texas. The proportion and location of significant racial disparities however changed depending on the type of statistic (RR versus RD) and the geographic level. The largest proportion of significant results was observed for the RD statistic and census tract data. Geographic regions with significant racial disparities for African-Americans and Hispanics frequently had a poverty rate above 10.00%.

Now answer this question: Identification of racial disparities in breast cancer mortality: does scale matter?","[""No"", ""Maybe"", ""Yes""]",C
515,"Here is a question about this article: (Purpose) To evaluate accelerated partial breast irradiation (APBI) in patients after oncoplastic surgery for early breast cancer.
(Methods and materials) A retrospective analysis of 136 breasts of 134 patients, who received breast-conserving oncoplastic surgery for low-risk breast cancer between 2002 and 2010 in the Universities of Vienna and Luebeck followed by adjuvant APBI applying total doses of pulse dose rate of 50.4 Gy or high-dose rate (HDR) of 32 Gy over 4 days. Target volume definition was performed by the use of surgical-free margin data, related to intraoperatively fixed clip positions, pre- and postoperative imaging, and palpation.
(Results) At the time of data acquisition, 131 of 134 patients were alive. The median follow-up time was 39 months (range, 4-106 months). After high-dose rate treatment, 3 of 89 patients showed systemic progress after a mean follow-up of 47 months (range, 19-75 months) and 2 patients had a different quadrant in-breast tumor after 27 and 35 months. One patient died 7 months after treatment of unknown causes. After pulse dose rate treatment, 1 of 45 patients had a local recurrence after 42 months and 1 patient died because of another cause after 13 months. We observed mild fibrosis in 27 breasts, telangiectasia in 6, hyperpigmentation in 14 cases, and keloid formation in 1.
What is the answer to this question: Is oncoplastic surgery a contraindication for accelerated partial breast radiation using the interstitial multicatheter brachytherapy method?","[""No"", ""Maybe"", ""Yes""]",B
530,"(Rationale) Alcohol-associated cues elicit craving in human addicts but little is known about craving mechanisms. Current animal models focus on relapse and this may confound the effect of environmental cues. OBJECTIVES. To develop a model to study the effects of environmental cues on alcohol consumption in animals not experiencing withdrawal or relapse.
(Methods) Rats were trained to orally self-administer an alcohol (5% w/v)/saccharin (0.2%) solution 30 min a day for 20 days. After stable responding on a free choice between alcohol/saccharin and water, rats were exposed to 5, 10 or 15 min of alcohol-associated cues or 5 min of non-alcohol associated cues. The effect of a 5-min cue was measured after a 10-day break from training or pre-treatment with 0.03, 0.1 or 1 mg/kg naltrexone.
(Results) Rats given 5 min of alcohol-associated cues responded significantly more on the active lever (26% increase) and consumed more alcohol as verified by increased blood alcohol levels (8.9 mM versus control 7.5 mM). Ten or 15 min of cues did not change alcohol consumption and 5 min in a novel environment decreased response by 66%. After a 10-day break in training, 5 min of alcohol-associated cues still increased alcohol consumption (29% increase) and the cue effect could be dose-dependently blocked by naltrexone (143% decrease at 0.03 mg/kg).
Cue-induced behavioural activation: a novel model of alcohol craving?","[""No"", ""Maybe"", ""Yes""]",C
508,"Context: (Background) The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients.
(Patients and methods) Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes.
(Results) The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P<0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed.
Question: Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?
Answer:","[""No"", ""Maybe"", ""Yes""]",B
317,"Article: (Background) The relationship between the use of an endoscope during ventriculoperitoneal shunt (VPS) procedures and infection remains poorly defined. In this study, we sought to analyze whether the simultaneous use of an endoscope could in fact increase the infection rate associated with VPS procedures.
(Methods) This study included 438 VPS procedures, 49 in which an endoscope was used (11.2%) and 389 in which an endoscope was not used (88.8%). The infection rates in these 2 main groups were calculated and compared. Subsequently, 4 new groups were created, composed of patients with a shunt inserted for the first time (groups 1A and 1B) and patients with a shunt reviewed or inserted for a second time (groups 2A and 2B). Groups 1A and 2A comprised patients in whom an endoscope was used simultaneously with VPS surgery, and groups 1B and 2B comprised patients in whom an endoscope was not used. These groups were compared to determine the infection rate.
(Results) The overall infection rate was 18.5%, including 22.4% in the groups in which an endoscope was used and 18% in those in which an endoscope was not used (P = 0.449). Groups 1A and 1B and groups 2A and 2B were matched for possible intervening risk factors. The infection rate was 28.6% in group 1A and 16.2% in group 1B (P = 0.27), and 20% in group 2A and 19.8% in group 2B (P = 0.977).

Now answer this question: Does the Simultaneous Use of a Neuroendoscope Influence the Incidence of Ventriculoperitoneal Shunt Infection?","[""No"", ""Maybe"", ""Yes""]",A
528,"Please answer a question about the following text: (Aims) Intraoperative neuromonitoring (IONM) aims to control nerve-sparing total mesorectal excision (TME) for rectal cancer in order to improve patients' functional outcome. This study was designed to compare the urogenital and anorectal functional outcome of TME with and without IONM of innervation to the bladder and the internal anal sphincter.
(Methods) A consecutive series of 150 patients with primary rectal cancer were analysed. Fifteen match pairs with open TME and combined urogenital and anorectal functional assessment at follow up were established identical regarding gender, tumour site, tumour stage, neoadjuvant radiotherapy and type of surgery. Urogenital and anorectal function was evaluated prospectively on the basis of self-administered standardized questionnaires, measurement of residual urine volume and longterm-catheterization rate.
(Results) Newly developed urinary dysfunction after surgery was reported by 1 of 15 patients in the IONM group and by 6 of 15 in the control group (p = 0.031). Postoperative residual urine volume was significantly higher in the control group. At follow up impaired anorectal function was present in 1 of 15 patients undergoing TME with IONM and in 6 of 15 without IONM (p = 0.031). The IONM group showed a trend towards a lower rate of sexual dysfunction after surgery.
Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
851,"Here is a question about this article: (Background) The benefits of serologic screening for coeliac disease in asymptomatic individuals are debatable.AIM: To investigate dietary compliance, quality of life and bone mineral density after long-term treatment in coeliac disease patients found by screening in risk groups.
(Methods) The study comprised 53 consecutive screen-detected coeliac patients diagnosed 14 years (median) ago. Dietary compliance was assessed by interview, 4-day food record and serology. Quality of life was evaluated by the Psychological General Well-Being and SF-36 questionnaires, gastrointestinal symptoms by the Gastrointestinal Symptom Rating Scale and bone mineral density by dual-energy x-ray absorptiometry. Comparisons were made to 44 symptom-detected-treated coeliac patients, 110 non-coeliac subjects and the general population.
(Results) A total of 96% of screen-detected and 93% of symptom-detected coeliac patients adhered to a strict or fairly strict gluten-free diet. In screen-detected patients, quality of life and gastrointestinal symptoms were similar to those in symptom-detected patients or non-coeliac controls and bone mineral density was similar to that in the general population.
What is the answer to this question: Is coeliac disease screening in risk groups justified?","[""No"", ""Maybe"", ""Yes""]",C
879,"Read this and answer the question
(Purpose) The pressures delivered by autotitrating continuous positive airways pressure (CPAP) devices not only treat obstructive sleep apnoea (OSA) effectively but also give potentially interesting physiological information about the forces impinging on the pharynx. In earlier work from this unit, we used correlations between autoCPAP pressure and both OSA severity and obesity, to construct an algorithm to estimate the fixed CPAP pressure a patient required for subsequent clinical use. We wished to discover if these relationships could be reliably extended to a much more obese group.
(Methods) We performed a prospective cohort study in an obese population. Measurements of obesity were made, OSA severity was recorded, and the 95th centile autoCPAP pressure was recorded during 1 week of autoCPAP. Spearman's rank correlation was performed between measurements of obesity and autoCPAP pressure, and between OSA severity and autoCPAP pressure.
(Results) Fifty-four obese individuals (median body mass index (BMI) 43.0 kg/m(2)), 52 % of whom had OSA (apnoea-hypopnoea index (AHI) ≥ 15), had a median 95th centile autoCPAP pressure of 11.8 cmH2O. We found no significant correlation between autoCPAP pressure and neck circumference, waist circumference or BMI. There was a moderate correlation between autoCPAP pressure and OSA severity (AHI r = 0.34, p = 0.02; oxygen desaturation index (ODI) r = 0.48, p < 0.001).
Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?","[""No"", ""Maybe"", ""Yes""]",C
772,"Answer a question about this article:
(Study design) Prospective multicenter longitudinal cohort study.
(Objective) To validate the prognostic value of the acute phase sacral sparing measurements with regard to chronic phase-independent ambulation in patients with traumatic spinal cord injury (SCI).
(Setting) European Multicenter Study of Human Spinal Cord Injury (EM-SCI).
(Methods) In 432 patients, acute phase (0-15 days) American Spinal Injury Association (ASIA)/International Spinal Cord Society neurological standard scale (AIS) grades, ASIA sacral sparing measurements, which are S4-5 light touch (LT), S4-5 pin prick (PP), anal sensation and voluntary anal contraction; and chronic phase (6 or 12 months) indoor mobility Spinal Cord Independence Measure (SCIM) measurements were analyzed. Calculations of positive and negative predictive values (PPV/NPV) as well as univariate and multivariate logistic regressions were performed in all four sacral sparing criteria. The area under the receiver-operating characteristic curve (AUC) ratios of all regression equations was calculated.
(Results) To achieve independent ambulation 1-year post injury, a normal S4-5 PP score showed the best PPV (96.5%, P<0.001, 95% confidence interval (95% CI): 87.9-99.6). Best NPV was reported in the S4-5 LT score (91.7%, P<0.001, 95% CI: 81.6-97.2). The use of the combination of only voluntary anal contraction and the S4-5 LT and PP sensory scores (AUC: 0.906, P<0.001, 95% CI: 0.871-0.941) showed significantly better (P<0.001, 95% CI: 0.038-0.128) discriminating results in prognosticating 1-year independent ambulation than with the use of currently used distinction between complete and incomplete SCI (AUC: 0.823, P<0.001, 95% CI: 0.781-0.864).
Is determination between complete and incomplete traumatic spinal cord injury clinically relevant? Yes, No, or Maybe?","[""No"", ""Maybe"", ""Yes""]",B
155,"Article: (Purpose) To test the hypothesis that increasing the nerve length within the treatment volume for trigeminal neuralgia radiosurgery would improve pain relief.
(Methods and materials) Eighty-seven patients with typical trigeminal neuralgia were randomized to undergo retrogasserian gamma knife radiosurgery (75 Gy maximal dose with 4-mm diameter collimators) using either one (n = 44) or two (n = 43) isocenters. The median follow-up was 26 months (range 1-36).
(Results) Pain relief was complete in 57 patients (45 without medication and 12 with low-dose medication), partial in 15, and minimal in another 15 patients. The actuarial rate of obtaining complete pain relief (with or without medication) was 67.7% +/- 5.1%. The pain relief was identical for one- and two-isocenter radiosurgery. Pain relapsed in 30 of 72 responding patients. Facial numbness and mild and severe paresthesias developed in 8, 5, and 1 two-isocenter patients vs. 3, 4, and 0 one-isocenter patients, respectively (p = 0.23). Improved pain relief correlated with younger age (p = 0.025) and fewer prior procedures (p = 0.039) and complications (numbness or paresthesias) correlated with the nerve length irradiated (p = 0.018).

Now answer this question: Does increased nerve length within the treatment volume improve trigeminal neuralgia radiosurgery?","[""No"", ""Maybe"", ""Yes""]",A
747,"Article: (Rationale and objectives) Despite rapid adoption of the Hirsch index (h-index) as a measure of academic success, the correlations between the h-index and other metrics of productivity remain poorly understood. The aims of this study were to determine whether h-indices were associated with greater National Institutes of Health (NIH) funding success among academic radiologists.
(Materials and methods) Using the Scopus database, h-indices were calculated for a random sample of academic radiologists with the rank of professor. Using the NIH tool Research Portfolio Online Reporting Tools Expenditures and Reports, we determined the number, classification, and total years of NIH grant funding as principal investigator for each radiologist. Differences in h-index, sorted by funding status, were determined using Wilcoxon's tests. Associations between h-index and funding status were determined using logistic regression. Significant correlations between h-index and grant metrics were determined using Spearman's ρ.
(Results) Among 210 professors of radiology, 48 (23%) secured at least one NIH grant. The mean h-index was significantly higher among individuals who secured at least one NIH grant (19.1) compared to those who did not (10.4) (P<.0001). Professors with h-indices<10 compared to those with h-indices>10 were significantly less likely to receive NIH funding (odds ratio, 0.07; P = .0321). However, h-indices>10 were not significantly predictive of greater funding. No significant relationships were observed between h-index and the number of grant awards, years of prior funding, the amounts of grant awards, or grant classification.

Now answer this question: Is the h-index predictive of greater NIH funding success among academic radiologists?","[""No"", ""Maybe"", ""Yes""]",C
