id,question,options,answer
277,"Read this and answer the question
(Objective) Current guidelines recommend total thyroidectomy for nearly all children with well-differentiated thyroid cancer (WDTC). These guidelines, however, derive from older data accrued prior to current high-resolution imaging. We speculate that there is a subpopulation of children who may be adequately treated with lobectomy.
(Design) Retrospective analysis of prospectively maintained database.
(Patients) Seventy-three children with WDTC treated between 2004 and 2015.
(Measurements) We applied two different risk-stratification criteria to this population. First, we determined the number of patients meeting American Thyroid Association (ATA) 'low-risk' criteria, defined as disease grossly confined to the thyroid with either N0/Nx or incidental microscopic N1a disease. Second, we defined a set of 'very-low-risk' histopathological criteria, comprising unifocal tumours ≤4 cm without predefined high-risk factors, and determined the proportion of patients that met these criteria.
(Results) Twenty-seven (37%) males and 46 (63%) females were included in this study, with a mean age of 13·4 years. Ipsilateral- and contralateral multifocality were identified in 27 (37·0%) and 19 (26·0%) of specimens. Thirty-seven (51%) patients had lymph node metastasis (N1a = 18/N1b = 19). Pre-operative ultrasound identified all cases with clinically significant nodal disease. Of the 73 patients, 39 (53·4%) met ATA low-risk criteria and 16 (21·9%) met 'very-low-risk' criteria. All 'very-low-risk' patients demonstrated excellent response to initial therapy without persistence/recurrence after a mean follow-up of 36·4 months.
Is it time to reconsider lobectomy in low-risk paediatric thyroid cancer?","[""No"", ""Maybe"", ""Yes""]",C
454,"(Methodology) Seventeen patients, aged 7-54 years (mean of 37.2 year), were treated by pulpotomy and filling with ProRoot MTA(®) in premolar or molar teeth with vital pulps and without clinical evidence of irreversible pulpitis. The patients were then followed up for 12 to 24 months and the teeth then assessed by clinical and radiographic examination. Statistical analysis was performed with Kaplan-Meier survival probability statistics to estimate the survival of the treated teeth.
(Results) At 24 months, the survival rate without any complementary treatment was estimated to be 82%. Two of the 17 treated teeth required root canal treatment for pain control and one for prosthetic reasons.
Answer this question based on the article: Should pulp chamber pulpotomy be seen as a permanent treatment?","[""No"", ""Maybe"", ""Yes""]",A
844,"Article: (Background) Polymorphisms in the oestrogen receptor 1 (ESR1) and oestrogen receptor 2 (ESR2) genes are associated with intermediate or endpoint markers of cardiovascular disease and with the efficacy of postmenopausal hormone therapy (HT). Contradictory findings have been described in the past and the role of these genetics variants remains unclear.
(Methods) A cross-sectional study was carried out with 266 postmenopausal women, of whom 115 received oral HT (HT+) and 151 did not receive any HT (HT-). We analysed three single-nucleotide polymorphisms (SNPs) in ESR1 (rs1801132, rs7757956 and rs2813544) and two in ESR2 (rs3020450 and rs7154455) and derived haplotypes with three additional polymorphisms that had been previously investigated by our group (ESR1 rs2234693 and ESR2 rs1256049 and rs4986938).
(Results) The ESR1 rs2813544 polymorphism was associated with low-density lipoprotein cholesterol (LDL-C) in HT+ postmenopausal women (p = 0.044; pC = 0.388), while one ESR2 gene haplotype was associated with total cholesterol (T-chol) (p = 0.015; pC = 0.090) and LDL-C in HT+ postmenopausal women (p = 0.021; pC = 0.126).

Question: Are polymorphisms in oestrogen receptors genes associated with lipid levels in response to hormone therapy? Yes, No, or Maybe?","[""No"", ""Maybe"", ""Yes""]",C
656,"(Purpose) In vivo comparative gap measurements were performed in three different patella positions (reduced, subluxated and everted) using offset-type-force-controlled-spreader-system.
(Methods) Prospectively, 50 knees were operated by total knee arthroplasty using a navigation-assisted gap-balancing technique. The offset-type-force-controlled-spreader-system was used for gap measurements. This commercially available instrument allows controllable tension in patella-reduced position. The mediolateral gaps of knee extension (0°) and flexion (90°) angle were recorded in three different patella positions; reduced, subluxated and everted. Any gap differences of more than 3 mm were considered as a meaningful difference. Correlation between the difference with the demographic data, preoperative radiologic alignment and intraoperative data was analysed. For statistical analysis, ANOVA and Pearson's correlation test were used.
(Results) The gaps in patella eversion demonstrated smaller gaps both in knee extension and flexion position compared to the gaps of patella reduction position. The amount of decreased gaps was more definite in knee flexion position. Statistically significant difference was observed for the lateral gap of patella eversion compared to gap of patella reduction in knee flexion position (p<0.05). There were notable cases of variability in knee flexion position. Significant portion of 12 (24 %) knees of patella subluxation and 33 (66 %) knees of patella evertion demonstrated either increased or decreased gaps in knee flexion position compared to the gaps of patella reduction position.
Based on the above article, answer a question. Does patella position influence ligament balancing in total knee arthroplasty?","[""No"", ""Maybe"", ""Yes""]",C
953,"Here is a question about this article: (Background and aims) This study was planned to evaluate whether increased nuchal translucency (NT) thickness in the first trimester of gestation can be related to onset of gestational diabetes mellitus (GDM) during pregnancy.
(Methods) From January 2006 to August 2008, a group of 678 singleton pregnancies who had developed GDM has been selected as a study group among a total of 3966 pregnant women who had undergone first trimester screening for aneuploidies at 11-14 weeks of gestation. A group of 420 single pregnant women with physiological pregnancy were enrolled as control group. Both fetal structural and karyotype's anomalies were excluded in the two groups. NT was mesured by a Fetal Medicine Foundation certificated operator; GDM was diagnosed at 24-28 weeks of gestation following Carpenter and Coustan criteria. In the analyses of continuos variables, study and control group were compared by Student's t-test and Anova test.
(Results) There was no significative difference (p = 0.585) between NT values in the study (mean = 1.56) and control group (mean = 1.54).
What is the answer to this question: Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?","[""No"", ""Maybe"", ""Yes""]",A
157,"(Introduction) The principal causes of morbidity and mortality during pregnancy in Mexico, are preeclampsia/eclampsia, obstetric hemorrhage and puerperium complications; this is, 62% of maternal deaths in last years. HELLP syndrome was observed between 5 to 25% of the mortality in pregnancies of 36 weeks or less.
(Objective) To analyze patients with HELLP syndrome in ICU's (Intensive Care Unit) of a Gynecology and Obstetric Hospital, related to the abnormal hematological, hepatic and renal results with the obstetric case history and the clinical complications.
(Materials and methods) A transversal study in patients with HELLP syndrome during 1998 and 1999 were carry out.
(Case definition) Peripheral blood with Microangiopathic hemolysis, elevated liver enzymes: AST, ALT over 40 UI/L, even when were LDH lower than 600 UI/L. It was evaluated the hepatic and renal function, platelets count, microangiopathic hemolysis, arterial pressure, seizures, icteric skin color, blindness, visual disturbances, nausea, vomiting and upper quadrant right abdominal pain. In newborn we analyzed gestational age, sex, weight and APGAR. We studied for an association between maternal and biochemical variables with Correlation Pearson Test, and dependence between variables with lineal regression model.
(Results) 2878 patients with hypertensives disorders in pregnancy (11.64%). The 1.15% (n = 33) had HELLP syndrome with specific maternal mortality of 0.4 per 10,000 live birth, perinatal mortality of 1.62 per 10,000 live birth; and renal damage in 84.5%. Coefficient beta was higher between number of pregnancies to platelets count (-0.33) and creatinine clearance (-0.401).
The HELPP syndrome--evidence of a possible systemic inflammatory response in pre-eclampsia?","[""No"", ""Maybe"", ""Yes""]",C
955,"Answer a question about this article:
(Introduction) The seafaring industry remains a hazardous occupation that requires sophisticated systems of risk and fitness assessment. This study aims to investigate the extent of agreement between Approved Doctors (ADs) and Medical Referees (MRs) when they assess a seafarer's fitness.
(Material and methods) Between 2003 and 2009 a total of 232,878 seafarer medical examinations were carried out by ADs, of which 465 were considered by the MRs because the seafarer appealed against the AD's decision. The extent of agreement between ADs and MRs was studied.
(Results) Two hundred and sixty-eight (58%) cases seen by the ADs were classed as category 4 ""permanently unfit""; the referees only placed 85 (18%) of them in this category. On the other hand, 252 (54%) cases seen by the MRs were classed as category 2 ""fit with restrictions"", while the ADs had only placed 111 (24%) in this category. The overall agreement between the assessors (AD vs. MR) was poor (Kappa K = 0.18).
(Discussion) For cardiovascular diseases and for mental ill-health, access to additional information by the MR was the commonest reason for changing the fitness category, but for all other conditions factors such as the experience and knowledge of the MRs or their different interpretation of the standards were the most frequent reasons for a change to fitness category or to restrictions.
Do approved doctors and medical referees in the UK agree when assessing a seafarer's fitness? Yes, No, or Maybe?","[""No"", ""Maybe"", ""Yes""]",A
833,"Answer based on context:
(Rationale and objectives) The aim of this study was to determine if educating residents about the potential effects of radiation exposure from computed tomographic (CT) imaging alters ordering patterns. This study also explored whether referring physicians are interested in radiation education and was an initial effort to address their CT ordering behavior.
(Materials and methods) Two to four months after a radiologist's lecture on the potential effects of radiation exposure related to CT scans, urology and orthopedic residents were surveyed regarding the number and types of CT scans they ordered, the use of alternative imaging modalities, and whether they used the lecture information to educate patients.
(Results) Twenty-one resident lecture attendants completed the survey. The number of CT scans ordered after the lecture stayed constant for 90% (19 of 21) and decreased for 10% (two of 21). The types of CT scans ordered changed after the lecture for 14% (three of 21). Thirty-three percent (seven of 21) reported increases in alternative imaging after the lecture, including 24% (five of 21) reporting increases in magnetic resonance imaging and 19% (four of 21) reporting increases in ultrasound. Patients directed questions about radiation exposure to 57% (12 of 21); 38% (eight of 21) used the lecture information to educate patients. Referring physicians were interested in the topic, and afterward, other physician groups requested radiation education lectures.
Will CT ordering practices change if we educate residents about the potential effects of radiation exposure?
Options:
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",A
208,"Please answer a question about the following text: (Objective) Recent studies have demonstrated that statins have pleiotropic effects, including anti-inflammatory effects and atrial fibrillation (AF) preventive effects. The objective of this study was to assess the efficacy of preoperative statin therapy in preventing AF after coronary artery bypass grafting (CABG).
(Methods) 221 patients underwent CABG in our hospital from 2004 to 2007. 14 patients with preoperative AF and 4 patients with concomitant valve surgery were excluded from this study. Patients were divided into two groups to examine the influence of statins: those with preoperative statin therapy (Statin group, n = 77) and those without it (Non-statin group, n = 126). In addition, patients were divided into two groups to determine the independent predictors for postoperative AF: those with postoperative AF (AF group, n = 54) and those without it (Non-AF group, n = 149). Patient data were collected and analyzed retrospectively.
(Results) The overall incidence of postoperative AF was 26%. Postoperative AF was significantly lower in the Statin group compared with the Non-statin group (16% versus 33%, p = 0.005). Multivariate analysis demonstrated that independent predictors of AF development after CABG were preoperative statin therapy (odds ratio [OR]0.327, 95% confidence interval [CI] 0.107 to 0.998, p = 0.05) and age (OR 1.058, 95% CI 1.004 to 1.116, p = 0.035).
Do preoperative statins reduce atrial fibrillation after coronary artery bypass grafting?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
826,"Read this and answer the question
(Background) Several atypical antipsychotics (AAPs) are used as second-line agents for treatment resistant depression. AAPs can be expensive compared to other treatment options and can cause several side effects.
(Objectives) To estimate healthcare costs and utilization of AAPs compared to other second-line agents.
(Methods) Observational study using Medicaid claims data (2006-2011). Subjects were depression-diagnosed adult members with at least two prescriptions of antidepressant medications followed by a second-line agent. Gamma generalized linear models (GLM) produced estimates of the difference in mean expenditures among treatment groups after adjusting for individual baseline characteristics using propensity scores. Negative binomial models produced estimates of the difference in number of hospitalizations and emergency department (ED) visits.
(Results) A total of 3910 members received second-line treatment. Treatment groups were AAPs (n = 2211), augmentation agents other than AAPs (n = 1008), and antidepressant switching (n = 691). AAPs resulted in higher mean adjusted pharmacy costs and higher mean adjusted total mental health-related costs. Mean adjusted total healthcare costs and number of inpatient and ED visits were not different among treatments.
Does the use of atypical antipsychotics as adjunctive therapy in depression result in cost savings?","[""No"", ""Maybe"", ""Yes""]",A
788,"Please answer a question about the following text: (Objective) This study aims to examine the accuracy of a new sternal skin conductance (SSC) device in measuring hot flashes and to assess the acceptability of the device by women.
(Methods) Three small descriptive pilot studies were performed using two sequential prototypes of the SSC device developed by an engineering device company in the Midwest. The devices were worn either in a monitored setting for 24 hours or in an ambulatory setting for 5 weeks. During the study period, women recorded hot flashes in a prospective hot flash diary and answered questions about the acceptability of wearing the SSC device.
(Results) The first prototype was not able to collect any analyzable skin conductance data owing to various malfunction issues, including poor conductance and battery failure. However, 16 women wore the device for 5 weeks and reported that wearing the device was acceptable, although 31% stated that it interfered with daily activities. Hot flash data from the second prototype revealed a 24% concordance rate between self-reported and device-recorded hot flashes.
Sternal skin conductance: a reasonable surrogate for hot flash measurement?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",A
756,"Here is a question about this article: (Background) We observed an endoscopic abnormally in a group of children with histological esophagitis. We termed this finding ""vertical lines in esophageal mucosa"" (VLEM). We examined the relationship between the presence of VLEM and significant histologic changes in esophageal mucosal biopsies.
(Methods) Between January 1, 1992, and August 31, 1994, the senior author (JFF) performed 255 esophageal biopsies. The procedure reports, available endoscopic photographs, and histology reports were reviewed to establish the endoscopic and histologic appearance of the esophageal mucosa. Intraepithelial cells were counted in a blind review of 42 randomly selected biopsies.
(Results) The esophageal mucosa had a normal appearance on 160 endoscopic studies (Group 1) and VLEM were the only mucosal abnormalities in 41 endoscopies (Group 2). Histology was normal in 92 of 160 biopsies (57.5%) from Group 1, and 1 of 41 biopsies (2.4%) from Group 2. Most patients in Group 2 had eosinophilic esophagitis (34 of 41, 83%, specificity 0.85, sensitivity 0.5, p>0.001) which was of moderate to severe intensity (31 of 34, 91.2%, specificity 0.88, sensitivity 0.73, p<0.001).
What is the answer to this question: Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?","[""No"", ""Maybe"", ""Yes""]",C
836,"Article: (Objective) To evaluate the effects of insulin 30/70 twice daily or bedtime isophane (NPH) insulin plus continued sulfonylurea and metformin in patients with type 2 diabetes in primary care.
(Study design) Open-label, randomized trial.
(Population) Persons younger than 76 years with type 2 diabetes whose disease had not been controlled with oral hypoglycemic agents alone. A total of 64 insulin-naive patients treated with maximal feasible dosages of sulfonylurea and metformin (baseline glycosylated hemoglobin [HbA1c]=8.5%) were randomly assigned to insulin monotherapy (IM group; n=31) or insulin in addition to unchanged oral hypoglycemic medication (IC group; n=33) for 12 months. Insulin doses were adjusted to obtain fasting glucose<7.0 mmol/L and postprandial glucose<10.0 mmol/L.
(Outcomes measured) Outcome measures included HbA1c, treatment failure, weight, hypoglycemic events and symptoms, satisfaction with treatment, general well-being, and fear of injecting insulin and testing.
(Results) HbA1c improved from 8.3% to 7.6% in the IC group, and from 8.8% to 7.6% in the IM group (P=NS). The IC group had 24% treatment failures, compared with 2% in the IM group (P=.09). Patients in the IC group had less weight gain than those in the IM group (1.3 vs 4.2 kg; P=.01), and they reported fewer hypoglycemic events (2.7 vs 4.3; P=.02). Increased satisfaction with treatment was equal in the 2 groups, and general well-being improved by 3.0 points more in the IC group (P=.05). Fear of self-injecting and self-testing did not differ.

Now answer this question: Starting insulin in type 2 diabetes: continue oral hypoglycemic agents?","[""No"", ""Maybe"", ""Yes""]",C
639,"Answer based on context:
(Background) Achilles tendon structure deteriorates 2-days after maximal loading in elite athletes. The load-response behaviour of tendons may be altered in type 1 diabetes mellitus (T1DM) as hyperglycaemia accelerates collagen cross-linking. This study compared Achilles tendon load-response in participants with T1DM and controls.
(Methods) Achilles tendon structure was quantified at day-0, day-2 and day-4 after a 10 km run. Ultrasound tissue characterisation (UTC) measures tendon structural integrity by classifying pixels as echo-type I, II, III or IV. Echo-type I has the most aligned collagen fibrils and IV has the least.
(Results) Participants were 7 individuals with T1DM and 10 controls. All regularly ran distances greater than 5 km and VISA-A scores indicated good tendon function (T1DM = 94 ± 11, control = 94 ± 10). There were no diabetic complications and HbA1c was 8.7 ± 2.6 mmol/mol for T1DM and 5.3 ± 0.4 mmol/mol for control groups. Baseline tendon structure was similar in T1DM and control groups - UTC echo-types (I-IV) and anterior-posterior thickness were all p > 0.05. No response to load was seen in either T1DM or control group over the 4-days post exercise.
Does type 1 diabetes mellitus affect Achilles tendon response to a 10 km run?
Options:
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",A
675,"Article: (Objective) The objective was to evaluate the efficacy of diffusion-weighted imaging (DWI) in predicting the development of vascularization in hypovascular hepatocellular lesions (HHLs).
(Materials and methods) Forty-two HHLs that were diagnosed by computed tomographic (CT) arteriography were evaluated retrospectively. The lesion on DWI was classified as isointense, hypointense, or hyperintense. Follow-up studies that included intravenous dynamic CT or magnetic resonance imaging were performed.
(Results) The 730-day cumulative developments of vascularization in hypointense, isointense, and hyperintense lesions were 17%, 30%, and 40%, respectively. The differences among these developments were not statistically significant.

Now answer this question: Is diffusion-weighted imaging a significant indicator of the development of vascularization in hypovascular hepatocellular lesions?","[""No"", ""Maybe"", ""Yes""]",A
835,"(Background) It has been suggested that increasing obesity levels in young women lead to intrauterine environments that, in turn, stimulate increased obesity among their offspring, generating an intergenerational acceleration of obesity levels. If this mechanism is important, the association of maternal body mass index (BMI) with offspring BMI should be stronger than the association of paternal with offspring BMI.
(Objective) To compare the relative strengths of association of maternal and paternal BMI with offspring BMI at age 7.5, taking into account the possible effect of non-paternity.
(Methods) We compared strength of association for maternal-offspring and paternal-offspring BMI for 4654 complete parent-offspring trios in the Avon Longitudinal Study of Parents and Children (ALSPAC), using unstandardised and standardised regression analysis. We carried out a sensitivity analysis to investigate the influence of non-paternity on these associations.
(Results) The strength of association between parental BMI and offspring BMI at age 7.5 was similar for both parents. Taking into account correlations between maternal and paternal BMI, performing standardised rather than unstandardised regression and carrying out a sensitivity analysis for non-paternity emphasised the robustness of the general similarity of the associations. The associations between high parental BMI (top decile) and offspring BMI are also similar for both parents.
Based on the above article, answer a question. Is there an intrauterine influence on obesity?","[""No"", ""Maybe"", ""Yes""]",A
713,"Here is a question about this article: (Background) Family medicine has aspired to train residents and conduct research in settings that closely resemble community practice. The purpose of this study was to compare the patient characteristics of the ambulatory teaching centers of a consortium of seven community-based university-affiliated family practice residency programs in northeast Ohio with the National Ambulatory Medical Care Survey (NAMCS) results for family physicians (FPs) and general practitioners (GPs).
(Methods) Ninety-eight faculty and resident physicians at the residency training site of the Northeastern Ohio Universities College of Medicine collected data on all ambulatory patient visits (N = 1498) for one randomly chosen week between July 1, 1991, and June 30, 1992. We compared these data with patient visits reported in the 1990 NAMCS for FPs and GPs.
(Results) The residency training sites saw slightly more children, women, blacks, and Medicare and Medicaid patients. The most common reason for an office visit in both populations was an undifferentiated symptom. Fifteen of the top 20 ""reason for visit"" codes were identical, as were 14 of the top 20 diagnoses. More preventive and therapeutic services were offered or performed at our residency training sites but fewer diagnostic services were performed. There were fewer consultations requested at our residency training sites but similar hospitalization rates for patients. The mean duration of visit differed by only 1 minute.
What is the answer to this question: Does family practice at residency teaching sites reflect community practice?","[""No"", ""Maybe"", ""Yes""]",C
438,"(Objective) The reduced use of sugars-containing (SC) liquid medicines has increased the use of other dose forms, potentially resulting in more widespread dental effects, including tooth wear. The aim of this study was to assess the erosive potential of 97 paediatric medicines in vitro.
(Methods) The study took the form of in vitro measurement of endogenous pH and titratable acidity (mmol). Endogenous pH was measured using a pH meter, followed by titration to pH 7.0 with 0.1-M NaOH.
(Results) Overall, 55 (57%) formulations had an endogenous pH of<5.5. The mean (+/- SD) endogenous pH and titratable acidity for 41 SC formulations were 5.26 +/- 1.30 and 0.139 +/- 0.133 mmol, respectively; for 56 sugars-free (SF) formulations, these figures were 5.73 +/- 1.53 and 0.413 +/- 1.50 mmol (P>0.05). Compared with their SC bioequivalents, eight SF medicines showed no significant differences for pH or titratable acidity, while 15 higher-strength medicines showed lower pH (P = 0.035) and greater titratable acidity (P = 0.016) than their lower-strength equivalents. Chewable and dispersible tablets (P<0.001), gastrointestinal medicines (P = 0.002) and antibiotics (P = 0.007) were significant predictors of higher pH. In contrast, effervescent tablets (P<0.001), and nutrition and blood preparations (P = 0.021) were significant predictors of higher titratable acidity.
Based on the above article, answer a question. Are sugars-free medicines more erosive than sugars-containing medicines?","[""No"", ""Maybe"", ""Yes""]",A
937,"Please answer a question about the following text: (Background) Assessment of visual acuity depends on the optotypes used for measurement. The ability to recognize different optotypes differs even if their critical details appear under the same visual angle. Since optotypes are evaluated on individuals with good visual acuity and without eye disorders, differences in the lower visual acuity range cannot be excluded. In this study, visual acuity measured with the Snellen E was compared to the Landolt C acuity.
(Patients and methods) 100 patients (age 8 - 90 years, median 60.5 years) with various eye disorders, among them 39 with amblyopia due to strabismus, and 13 healthy volunteers were tested. Charts with the Snellen E and the Landolt C (Precision Vision) which mimic the ETDRS charts were used to assess visual acuity. Three out of 5 optotypes per line had to be correctly identified, while wrong answers were monitored. In the group of patients, the eyes with the lower visual acuity, and the right eyes of the healthy subjects, were evaluated.
(Results) Differences between Landolt C acuity (LR) and Snellen E acuity (SE) were small. The mean decimal values for LR and SE were 0.25 and 0.29 in the entire group and 0.14 and 0.16 for the eyes with strabismus amblyopia. The mean difference between LR and SE was 0.55 lines in the entire group and 0.55 lines for the eyes with strabismus amblyopia, with higher values of SE in both groups. The results of the other groups were similar with only small differences between LR and SE.
Landolt C and snellen e acuity: differences in strabismus amblyopia?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",A
994,"(Objective) To study whether exercise during pregnancy reduces the risk of postnatal depression.
(Design) Randomized controlled trial.
(Setting) Trondheim and Stavanger University Hospitals, Norway.
(Population and sample) Eight hundred and fifty-five pregnant women were randomized to intervention or control groups.
(Methods) The intervention was a 12 week exercise program, including aerobic and strengthening exercises, conducted between week 20 and 36 of pregnancy. One weekly group session was led by physiotherapists, and home exercises were encouraged twice a week. Control women received regular antenatal care.
(Main outcome measures) Edinburgh Postnatal Depression Scale (EPDS) completed three months after birth. Scores of 10 or more and 13 or more suggested probable minor and major depression, respectively.
(Results) Fourteen of 379 (3.7%) women in the intervention group and 17 of 340 (5.0%) in the control group had an EPDS score of ≥10 (p=0.46), and four of 379 (1.2%) women in the intervention group and eight of 340 (2.4%) in the control group had an EPDS score of ≥13 (p=0.25). Among women who did not exercise prior to pregnancy, two of 100 (2.0%) women in the intervention group and nine of 95 (9.5%) in the control group had an EPDS score of ≥10 (p=0.03).
Does exercise during pregnancy prevent postnatal depression?","[""No"", ""Maybe"", ""Yes""]",A
794,"(Background and objectives) Controversy exists regarding the optimal enteral feeding regimen of very low birth weight infants (VLBW). Rapid advancement of enteral feeding has been associated with an increased rate of necrotizing enterocolitis. In contrast, delaying enteral feeding may have unfavorable effects on nutrition, growth, and neurodevelopment. The aim is to compare the short-term outcomes of VLBW infants in tertiary care centers according to their enteral feeding advancement.
(Patients and methods) We prospectively studied the influence of center-specific enteral feeding advancement in 1430 VLBW infants recruited from 13 tertiary neonatal intensive care units in Germany on short-term outcome parameters. The centers were post hoc stratified to ""rapid advancement to full enteral feeds"" (median duration of advancement to full enteral feeds<or =12.5 days; 6 centers), that is, rapid advancement (RA), or ""slow advancement to full enteral feeds"" (median duration of advancement to full enteral feeds>12.5 days; 7 centers), that is, slow advancement (SA).
(Results) VLBW infants born in centers with SA (n = 713) had a significantly higher rate of sepsis compared with VLBW infants born in centers with RA (n = 717), which was particularly evident for late-onset sepsis (14.0% vs 20.4%; P = 0.002). Furthermore, more central venous lines (48.6% vs 31.1%, P<0.001) and antibiotics (92.4% vs 77.7%, P<0.001) were used in centers with SA.
Answer this question based on the article: Does the enteral feeding advancement affect short-term outcomes in very low birth weight infants?","[""No"", ""Maybe"", ""Yes""]",C
757,"Article: (Methods) From 2000 to 2007, 344 patients underwent pancreatoduodenectomy for PA. Fifty-three patients (elevated group) had preoperatively elevated serum CA 19-9 levels (>400 IU/ml) after resolution of obstructive jaundice. Of these, 27 patients had high levels (400-899 IU/ml (HL)) and 26 patients had very high levels>or=900 IU/ml (VHL). Fifty patients with normal preoperative serum CA 19-9 levels (<37 IU/ml) comprised the control group.
(Results) Median survival of the control group (n = 50) versus elevated group (n = 53) was 22 versus 15 months (p = 0.02) and overall 3-year survival was 32% versus 14% (p = 0.03). There was no statistical difference in the median and 3-year overall survival between patients with HL and VHL. Patients in the elevated group who normalized their CA 19-9 levels after surgery (n = 11) had a survival equivalent to patients in the control group.

Now answer this question: Very high serum CA 19-9 levels: a contraindication to pancreaticoduodenectomy?","[""No"", ""Maybe"", ""Yes""]",A
83,"(Objective) The primary physis is responsible for longitudinal bone growth. Similarly, epiphysial growth relies on endochondral ossification from the circumferential secondary physeal [corrected]. injury can result in disruption of normal ossification. The cause of juvenile osteochondritis dissecans (OCD) remains elusive. We hypothesized that juvenile OCD results from an insult affecting endochondral ossification from the secondary physis. The purpose of our study was to evaluate the MRI appearance of the distal femoral epiphysis-particularly the secondary physis-of children with juvenile OCD and to compare these findings with the MRI findings of unaffected children.
(Materials and methods) Knee MRI examinations of 30 children (age range, 8 years 8 months to 13 years 4 months) with OCD and 30 matched control patients were evaluated for skeletal maturity; location of the OCD lesion, if present; secondary physeal [corrected] continuity; overlying chondroepiphysial integrity, contour, and width; signal intensity of subchondral bone; and secondary physeal [corrected]conspicuity. Variables were compared using chi-square tests.
(Results) All children were skeletally immature. Condylar lesions were medial in 24 knees and lateral in six knees. All were in the middle one third, posterior one third, or middle and posterior thirds in the sagittal plane. The majority of lesions spanned the intercondylar and middle one third of the femoral condyle in the coronal plane (73%). There was a significant difference between secondary physeal [corrected] disruption in juvenile OCD condyles compared with unaffected condyles (p<0.001) and control condyles (p<0.001). Compared with unaffected and control condyles, the OCD group showed chondroepiphysial widening (p<0.001) and subchondral bone edema (p<0.001) on MRI. Neither chondroepiphysial integrity nor chondroepiphysial contour was significantly different between groups (p = 0.21, p = 0.31, respectively).
Juvenile osteochondritis dissecans: is it a growth disturbance of the secondary physis of the epiphysis?","[""No"", ""Maybe"", ""Yes""]",C
648,"Context: (Rationale and objectives) The identification of the most suspect enhancing part of a lesion is regarded as a major diagnostic criterion in dynamic magnetic resonance mammography. Computer-aided diagnosis (CAD) software allows the semi-automatic analysis of the kinetic characteristics of complete enhancing lesions, providing additional information about lesion vasculature. The diagnostic value of this information has not yet been quantified.
(Materials and methods) Consecutive patients from routine diagnostic studies (1.5 T, 0.1 mmol gadopentetate dimeglumine, dynamic gradient-echo sequences at 1-minute intervals) were analyzed prospectively using CAD. Dynamic sequences were processed and reduced to a parametric map. Curve types were classified by initial signal increase (not significant, intermediate, and strong) and the delayed time course of signal intensity (continuous, plateau, and washout). Lesion enhancement was measured using CAD. The most suspect curve, the curve-type distribution percentage, and combined dynamic data were compared. Statistical analysis included logistic regression analysis and receiver-operating characteristic analysis.
(Results) Fifty-one patients with 46 malignant and 44 benign lesions were enrolled. On receiver-operating characteristic analysis, the most suspect curve showed diagnostic accuracy of 76.7 +/- 5%. In comparison, the curve-type distribution percentage demonstrated accuracy of 80.2 +/- 4.9%. Combined dynamic data had the highest diagnostic accuracy (84.3 +/- 4.2%). These differences did not achieve statistical significance. With appropriate cutoff values, sensitivity and specificity, respectively, were found to be 80.4% and 72.7% for the most suspect curve, 76.1% and 83.6% for the curve-type distribution percentage, and 78.3% and 84.5% for both parameters.
Question: Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?
Answer:","[""No"", ""Maybe"", ""Yes""]",A
661,"Context: (Objectives) To assess the accuracy of vaginal pH measurement on wet mount microscopy slides compared with direct measurements on fresh vaginal fluid. We also tested whether differences in accuracy were dependent on the sampling devices used or on the diagnosis of the vaginal infections.
(Study design) Using a cotton swab, cytobrush or wooden spatula a vaginal fluid specimen was collected from 84 consecutive women attending a vulvo-vaginitis clinic. A pH strip (pH range 4-7, Merck) was brought in contact with the vaginal fluid on the sampling device and on the glass slide after adding one droplet of saline and performing microscopy by two different people unaware of the microscopy results of the clinical exam. Values were compared by Fisher exact and Student's t-tests.
(Results) pH measurement from microscopy slides after the addition of saline causes systematic increases of pH leading to false positive readings. This is true for all types of disturbance of the flora and infections studied, and was seen in the abnormal as well as in the normal or intermediate pH range.
Question: Can vaginal pH be measured from the wet mount slide?
Answer:","[""No"", ""Maybe"", ""Yes""]",A
