question_id,question,options,answer,answer_index,cot_content,category,src,label,option_description
9149,"In Fig. 21-26, particle 1 of charge $-5.00 q$ and particle 2 of charge $+2.00 q$ are held at separation $L$ on an $x$ axis. If particle 3 of unknown charge $q_3$ is to be located such that the net electrostatic force on it from particles 1 and 2 is zero, what must be the $x$ coordinate of particle 3?","['$4.23$ $L$' '$0.87$ $L$' '$2.00$ $L$' '$1.35$ $L$' '$3.67$ $L$'
 '$1.00$ $L$' '$5.00$ $L$' '$4.50$ $L$' ' $2.72$ $L$' '$6.15$ $L$']",Answer: I,8,,physics,scibench-fund,I,"A:$4.23$ $L$
B:$0.87$ $L$
C:$2.00$ $L$
D:$1.35$ $L$
E:$3.67$ $L$
F:$1.00$ $L$
G:$5.00$ $L$
H:$4.50$ $L$
I: $2.72$ $L$
J:$6.15$ $L$"
3139,"Even though sex determination does not appear to be controlled by the chromosomal method in somedioecious organisms, it is still gene determined. Explain.","[""Sex determination in somedioecious organisms is influenced by the phase of the moon during the organism's birth.""
 'Sex determination in somedioecious organisms is randomly decided'
 'Sex determination in somedioecious organisms is determined by the temperature at which the organism develops.'
 'Sex determination in somedioecious organisms follows the chromosomal method'
 'Sex determination in somedioecious organisms is determined by the presence of certain bacteria in the environment during early development.'
 ""Sex determination in somedioecious organisms is dependent on the age of the organism's parents at the time of conception.""
 'Sex determination in somedioecious organisms is controlled by a single sex-determining region on one of the non-chromosomal DNA molecules, such as the mitochondrial DNA.'
 ""Sex determination in somedioecious organisms follows a strict maternal inheritance pattern, with the mother's genes solely determining the offspring's sex.""
 'Sex determination in somedioecious organisms is controlled by a dominant gene for maleness and its recessive allele for femaleness, or by external factors such as the type and amount of food given to the fertilized eggs.'
 'Sex determination in somedioecious organisms is based on environmental conditions']",Answer: I,8,,biology,stemez-Genetics,I,"A:Sex determination in somedioecious organisms is influenced by the phase of the moon during the organism's birth.
B:Sex determination in somedioecious organisms is randomly decided
C:Sex determination in somedioecious organisms is determined by the temperature at which the organism develops.
D:Sex determination in somedioecious organisms follows the chromosomal method
E:Sex determination in somedioecious organisms is determined by the presence of certain bacteria in the environment during early development.
F:Sex determination in somedioecious organisms is dependent on the age of the organism's parents at the time of conception.
G:Sex determination in somedioecious organisms is controlled by a single sex-determining region on one of the non-chromosomal DNA molecules, such as the mitochondrial DNA.
H:Sex determination in somedioecious organisms follows a strict maternal inheritance pattern, with the mother's genes solely determining the offspring's sex.
I:Sex determination in somedioecious organisms is controlled by a dominant gene for maleness and its recessive allele for femaleness, or by external factors such as the type and amount of food given to the fertilized eggs.
J:Sex determination in somedioecious organisms is based on environmental conditions"
6953,Why do economists stress the cross-elasticitiesbetween different factors of production?,"['Cross-elasticity is used to calculate the gross domestic product (GDP)'
 'Cross-elasticity is essential for setting the price of luxury goods'
 'Cross-elasticity is a measure of consumer preference stability over time'
 'Cross-elasticity is important to maintain economic balance'
 'Cross-elasticity influences the interest rates set by central banks'
 'Cross-elasticity determines the fixed costs of production'
 'Cross-elasticity is crucial for international trade'
 'Cross-elasticity helps in predicting the weather impact on crop production'
 ""Cross-elasticity between the factors of production is important because factors of production often interact, at times by complementing each other's functions, at times serving as each other's substitute.""
 'Cross-elasticity is important due to government regulations']",Answer: I,8,,economics,stemez-Economics,I,"A:Cross-elasticity is used to calculate the gross domestic product (GDP)
B:Cross-elasticity is essential for setting the price of luxury goods
C:Cross-elasticity is a measure of consumer preference stability over time
D:Cross-elasticity is important to maintain economic balance
E:Cross-elasticity influences the interest rates set by central banks
F:Cross-elasticity determines the fixed costs of production
G:Cross-elasticity is crucial for international trade
H:Cross-elasticity helps in predicting the weather impact on crop production
I:Cross-elasticity between the factors of production is important because factors of production often interact, at times by complementing each other's functions, at times serving as each other's substitute.
J:Cross-elasticity is important due to government regulations"
11278,A slippery-slope pattern of argument is fallacious when...,"['There is good reason to think that doing one action will inevitably lead to another undesirable action'
 'It is based on a logical progression'
 'There are more than two possible results'
 'It is based on a series of cause and effect situations'
 'It is grounded in established facts'
 'It is based on a hypothetical situation'
 'There is no good reason to think that doing one action will inevitably lead to another undesirable action'
 'There are only two possible results'
 'There is a significant amount of evidence supporting the pattern'
 'It is hypothetical']",Answer: G,6,,philosophy,ori_mmlu-logical_fallacies,G,"A:There is good reason to think that doing one action will inevitably lead to another undesirable action
B:It is based on a logical progression
C:There are more than two possible results
D:It is based on a series of cause and effect situations
E:It is grounded in established facts
F:It is based on a hypothetical situation
G:There is no good reason to think that doing one action will inevitably lead to another undesirable action
H:There are only two possible results
I:There is a significant amount of evidence supporting the pattern
J:It is hypothetical"
1457,"A grocery store is sued by a customer for damages for injuries allegedly suffered to the face and forearms, which resulted from his collision with the store's automatic doors. The customer contended that at the time of the mishap, the doors were programmed to swing outward, taking would-be customers entering the store, by surprise. At trial, the customer testified to both the nature of his injuries and the events leading up to their occurrence. The grocery store denied that the doors to its store were in any way unsafe or that the customer's injuries were caused by his encounter with the doors. The customer's sister testified at trial that she accompanied her brother to the store the day of the accident and witnessed the outward swinging doors, which struck him. She further alleged that when she returned to the store the following week, the doors had been re-programmed to swing inward. The trial judge should rule the sister's testimony","['inadmissible, due to the possibility of bias.'
 'admissible, as a first-hand witness account of the event.'
 'inadmissible, as it lacks direct connection to the case.'
 ""admissible, as evidence of the store's negligence.""
 'inadmissible, on the grounds of public policy considerations.'
 'inadmissible, as it is hearsay evidence.'
 'admissible as a tacit admission of a party opponent.'
 'inadmissible, on the grounds of irrelevancy.'
 'admissible as a commonsense impression for which a lay opinion is entirely proper.']",Answer: E,4,,law,ori_mmlu-professional_law,E,"A:inadmissible, due to the possibility of bias.
B:admissible, as a first-hand witness account of the event.
C:inadmissible, as it lacks direct connection to the case.
D:admissible, as evidence of the store's negligence.
E:inadmissible, on the grounds of public policy considerations.
F:inadmissible, as it is hearsay evidence.
G:admissible as a tacit admission of a party opponent.
H:inadmissible, on the grounds of irrelevancy.
I:admissible as a commonsense impression for which a lay opinion is entirely proper."
3847,"A silicious rock contains the mineral ZnS. To analyze for Zn, a sample of the rock is pulverized and treated with HCl to dissolve the ZnS (silicious matter is insoluable). Zinc is precipitated from solution by the addition of potassium ferrocyanide K_4 Fe (CN)_6. After filtering, the precipitate is dried and weighed. The reactions which occur are ZnS + 2HCl \rightarrow ZnCl_2 + H_2 S 2ZnCl_2 + K_4 Fe (CN)_6 \rightarrow Zn_2 Fe (CN)_6 + 4 KCl If a 2 gram sample of rock yields 0.969 gram of Zn_2Fe(CN)_6, what is the percentage of Zn in the sample? Atomic weight Zn = 65.4, molecular weight Zn_2 Fe (CN)_6 = 342.6.","['10 % Zn' '22 % Zn' '20 % Zn' '19 % Zn' '15 % Zn' '18 % Zn' '16 % Zn'
 '14 % Zn' '12 % Zn' '25 % Zn']",Answer: F,5,,chemistry,stemez-Chemistry,F,"A:10 % Zn
B:22 % Zn
C:20 % Zn
D:19 % Zn
E:15 % Zn
F:18 % Zn
G:16 % Zn
H:14 % Zn
I:12 % Zn
J:25 % Zn"
6117,"A 42-year-old woman is brought to the emergency department 10 minutes after being involved in a high-speed motor vehicle collision in which she was a restrained passenger. On arrival, she has shortness of breath and abdominal pain. Her pulse is 135/min, respirations are 30/min, and blood pressure is 80/40 mm Hg. Breath sounds are decreased at the left lung base. An x-ray of the chest shows opacification of the left lower lung field with loss of the diaphragmatic shadow. Placement of a chest tube yields a small amount of air followed by greenish fluid. Which of the following is the most appropriate next step in management?","['Immediate intubation' 'Administration of supplemental oxygen'
 'Thoracotomy' 'Intravenous administration of broad-spectrum antibiotics'
 'CT scan of the chest' 'Laparotomy' 'Placement of a second chest tube'
 'CT scan of the abdomen' 'Thoracoscopy' 'Repeat chest x-ray']",Answer: F,5,,health,ori_mmlu-professional_medicine,F,"A:Immediate intubation
B:Administration of supplemental oxygen
C:Thoracotomy
D:Intravenous administration of broad-spectrum antibiotics
E:CT scan of the chest
F:Laparotomy
G:Placement of a second chest tube
H:CT scan of the abdomen
I:Thoracoscopy
J:Repeat chest x-ray"
4862,When did Aborigines occupy the harsh interior of Australia?,"['40,000–45,000 years ago' '60,000–65,000 years ago'
 '70,000–75,000 years ago' '15,000–20,000 years ago'
 '10,000–12,000 years ago' '30,000–35,000 years ago'
 '50,000–55,000 years ago' '25,000–30,000 years ago'
 '35,000–40,000 years ago' '20,000–25,000 years ago']",Answer: J,9,,history,ori_mmlu-prehistory,J,"A:40,000–45,000 years ago
B:60,000–65,000 years ago
C:70,000–75,000 years ago
D:15,000–20,000 years ago
E:10,000–12,000 years ago
F:30,000–35,000 years ago
G:50,000–55,000 years ago
H:25,000–30,000 years ago
I:35,000–40,000 years ago
J:20,000–25,000 years ago"
9107,"During an isothermal expansion, a confined ideal gas does 150 J of work against its surroundings. Which of the following describes the heat transfer during this process?","['150 J of heat was added to the gas.'
 '300 J of heat was added to the gas.'
 '200 J of heat was added to the gas.'
 '75 J of heat was removed from the gas.'
 'No heat was transferred during the process.'
 '250 J of heat was added to the gas.'
 '200 J of heat was removed from the gas.'
 '75 J of heat was added to the gas.'
 '300 J of heat was removed from the gas.'
 '150 J of heat was removed from the gas.']",Answer: A,0,,physics,ori_mmlu-high_school_physics,A,"A:150 J of heat was added to the gas.
B:300 J of heat was added to the gas.
C:200 J of heat was added to the gas.
D:75 J of heat was removed from the gas.
E:No heat was transferred during the process.
F:250 J of heat was added to the gas.
G:200 J of heat was removed from the gas.
H:75 J of heat was added to the gas.
I:300 J of heat was removed from the gas.
J:150 J of heat was removed from the gas."
9323,An electron can be speeded up by,"['an electric field' 'a sound field' 'a thermal field' 'a magnetic field'
 'Neither of these' 'a nuclear field']",Answer: A,0,,physics,ori_mmlu-conceptual_physics,A,"A:an electric field
B:a sound field
C:a thermal field
D:a magnetic field
E:Neither of these
F:a nuclear field"
7353,Which of the following best describes a key difference between the short-run and long-run aggregate supply curve?,"['Long-run aggregate supply is upward sloping as nominal wages do not quickly respond to price level changes.'
 'Long-run aggregate supply is upward sloping as nominal wages quickly respond to price level changes.'
 'Short-run aggregate supply is downward sloping as nominal wages do not quickly respond to price level changes.'
 'Short-run aggregate supply is upward sloping as nominal wages quickly respond to price level changes.'
 'Long-run aggregate supply is vertical as nominal wages do not quickly respond to price level changes.'
 'Short-run aggregate supply is horizontal as nominal wages do not quickly respond to price level changes.'
 'Short-run aggregate supply is upward sloping as nominal wages do not quickly respond to price level changes.'
 'Short-run aggregate supply is vertical as nominal wages quickly respond to price level changes.'
 'Long-run aggregate supply is downward sloping as nominal wages quickly respond to price level changes.']",Answer: G,6,,economics,ori_mmlu-high_school_macroeconomics,G,"A:Long-run aggregate supply is upward sloping as nominal wages do not quickly respond to price level changes.
B:Long-run aggregate supply is upward sloping as nominal wages quickly respond to price level changes.
C:Short-run aggregate supply is downward sloping as nominal wages do not quickly respond to price level changes.
D:Short-run aggregate supply is upward sloping as nominal wages quickly respond to price level changes.
E:Long-run aggregate supply is vertical as nominal wages do not quickly respond to price level changes.
F:Short-run aggregate supply is horizontal as nominal wages do not quickly respond to price level changes.
G:Short-run aggregate supply is upward sloping as nominal wages do not quickly respond to price level changes.
H:Short-run aggregate supply is vertical as nominal wages quickly respond to price level changes.
I:Long-run aggregate supply is downward sloping as nominal wages quickly respond to price level changes."
7824,"Each story of a building is 14.3 feet tall. If the height of the building is 185.9 feet, how many floors does the building have?",['10' '15' '17' '9' '11' '16' '12' '13' '18' '14'],Answer: H,7,,math,ori_mmlu-elementary_mathematics,H,"A:10
B:15
C:17
D:9
E:11
F:16
G:12
H:13
I:18
J:14"
713,"Given the below information, what is the return on invested capital (to the nearest tenth of 1%) ? Net investments (December 31, 1966) $250,000 Net investments (December 31, 1967) $350,000 Net sales year ended December 31, 1967 $600,000 Net income year ended December 31, 1967 $ 25,000",['8.7%' '7.1%' '7.6%' '9.1%' '5.8%' '8.3%' '10.2%' '6.3%' '9.8%' '6.5%'],Answer: F,5,,business,stemez-Business,F,"A:8.7%
B:7.1%
C:7.6%
D:9.1%
E:5.8%
F:8.3%
G:10.2%
H:6.3%
I:9.8%
J:6.5%"
4716,"This question refers to the following information.
""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.
""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""
John Kerry, 1971
The conflict described above is most likely a result of which of the following doctrines?","['Wilsonianism' 'Containment' 'Big-stick diplomacy' 'Monroe Doctrine'
 'Isolationism' 'Domino Theory' 'Marshall Plan' 'Truman Doctrine'
 'Manifest Destiny' 'Imperialism']",Answer: B,1,,history,ori_mmlu-high_school_us_history,B,"A:Wilsonianism
B:Containment
C:Big-stick diplomacy
D:Monroe Doctrine
E:Isolationism
F:Domino Theory
G:Marshall Plan
H:Truman Doctrine
I:Manifest Destiny
J:Imperialism"
8275,The longest side of a triangle is 10. Which of the following could NOT be the lengths of the other two sides?,"['5, 5' '9, 8' '3, 9' '6, 5' '4, 7']",Answer: A,0,,math,ori_mmlu-high_school_mathematics,A,"A:5, 5
B:9, 8
C:3, 9
D:6, 5
E:4, 7"
2988,"When driving from east to west in the U.S. from a forest ecosystem to grasslands, trees gradually give way to grasses. Which of the following is the critical factor responsible for this shift?","['Wind speed' 'Amount of Carbon Dioxide' 'Availability of water'
 'Amount of sunlight' 'Length of growing season' 'Availability of oxygen'
 'Availability of nitrogen' 'Soil type' 'Temperature' 'Altitude']",Answer: C,2,,biology,ori_mmlu-high_school_biology,C,"A:Wind speed
B:Amount of Carbon Dioxide
C:Availability of water
D:Amount of sunlight
E:Length of growing season
F:Availability of oxygen
G:Availability of nitrogen
H:Soil type
I:Temperature
J:Altitude"
8229,An outlier is an observation that,"['is the mode of the data set' 'is the mean of the data set'
 'is seen more frequently than the other observations in the data set'
 'is always larger than the other observations in the data set'
 'is always smaller than the other observations in the data set'
 'is seen less frequently than the other observations in the data set'
 'is significantly different from the other observations in the data set'
 'is an error in the data set' 'is the median of the data set'
 'is exactly the same as the other observations in the data set']",Answer: G,6,,math,ori_mmlu-high_school_statistics,G,"A:is the mode of the data set
B:is the mean of the data set
C:is seen more frequently than the other observations in the data set
D:is always larger than the other observations in the data set
E:is always smaller than the other observations in the data set
F:is seen less frequently than the other observations in the data set
G:is significantly different from the other observations in the data set
H:is an error in the data set
I:is the median of the data set
J:is exactly the same as the other observations in the data set"
4677,"The fossil evidence indicates that by 1.8 million years ago, a new hominid known as _______ had evolved.","['Australopithecus afarensis' 'Homo naledi' 'Homo neanderthalensis'
 'Neanderthals' 'Homo floresiensis' 'Homo sapiens' 'Homo heidelbergensis'
 'Homo erectus']",Answer: H,7,,history,ori_mmlu-prehistory,H,"A:Australopithecus afarensis
B:Homo naledi
C:Homo neanderthalensis
D:Neanderthals
E:Homo floresiensis
F:Homo sapiens
G:Homo heidelbergensis
H:Homo erectus"
261," _______, where actors are convinced that their actions harms nobody, _______ where actors argue that their norm violation is an attempt to realize higher-order values and ________ , where actors argue they are owed something, are all strategies for justifying or denying unethical behaviour.","['Appeal to higher loyalties, Metaphor of the ledger, Denial of injury'
 'Denial of injury, Metaphor of the ledger, Appeal to higher loyalties,'
 'Denial of injury, Metaphor of the balance, Appeal to higher loyalties'
 'Metaphor of the ledger, Denial of injury, Appeal to higher loyalties'
 'Denial of responsibility, Metaphor of the ledger, Appeal to higher loyalties'
 'Appeal to higher loyalties, Denial of injury, Metaphor of the ledger'
 'Denial of victim, Appeal to higher loyalties, Metaphor of the ledger'
 'Appeal to higher loyalties, Denial of responsibility, Metaphor of the ledger'
 'Metaphor of the ledger, Denial of victim, Appeal to higher loyalties'
 'Denial of injury, Appeal to higher loyalties, Metaphor of the ledger']",Answer: J,9,,business,ori_mmlu-business_ethics,J,"A:Appeal to higher loyalties, Metaphor of the ledger, Denial of injury
B:Denial of injury, Metaphor of the ledger, Appeal to higher loyalties,
C:Denial of injury, Metaphor of the balance, Appeal to higher loyalties
D:Metaphor of the ledger, Denial of injury, Appeal to higher loyalties
E:Denial of responsibility, Metaphor of the ledger, Appeal to higher loyalties
F:Appeal to higher loyalties, Denial of injury, Metaphor of the ledger
G:Denial of victim, Appeal to higher loyalties, Metaphor of the ledger
H:Appeal to higher loyalties, Denial of responsibility, Metaphor of the ledger
I:Metaphor of the ledger, Denial of victim, Appeal to higher loyalties
J:Denial of injury, Appeal to higher loyalties, Metaphor of the ledger"
5456,"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?","['Advertising the job opening on job posting Web sites'
 'Conducting a walk-in interview session'
 'Sending out a mass email to potential candidates'
 'Promoting the job opening in a newspaper or magazine'
 'Hiring an external recruitment agency to fill the position'
 'Posting the job opening to a social media Web site'
 ""Posting the job opening on the company's website""
 'Receiving a recommendation from a current employee'
 'Using a headhunter to find potential candidates'
 'Participating in a career fair at a local community college']",Answer: H,7,,other,ori_mmlu-miscellaneous,H,"A:Advertising the job opening on job posting Web sites
B:Conducting a walk-in interview session
C:Sending out a mass email to potential candidates
D:Promoting the job opening in a newspaper or magazine
E:Hiring an external recruitment agency to fill the position
F:Posting the job opening to a social media Web site
G:Posting the job opening on the company's website
H:Receiving a recommendation from a current employee
I:Using a headhunter to find potential candidates
J:Participating in a career fair at a local community college"
2222,"Which schedule of reinforcement is followed by Soledad, who answers every e-mail message her friend sends?","['negative reinforcement' 'continuous' 'positive reinforcement'
 'extinction' 'variable interval' 'fixed ratio' 'punishment'
 'fixed interval' 'differential reinforcement' 'variable ratio']",Answer: B,1,,psychology,ori_mmlu-high_school_psychology,B,"A:negative reinforcement
B:continuous
C:positive reinforcement
D:extinction
E:variable interval
F:fixed ratio
G:punishment
H:fixed interval
I:differential reinforcement
J:variable ratio"
6524,Which of the following nucleotide bases is not found in RNA?,"['Deoxyribose' 'Phosphate' 'Cytosine' 'Nitrogenous base' 'Uracil'
 'Thymine' 'Ribose' 'Guanine' 'Pyrimidine' 'Adenine']",Answer: F,5,,health,ori_mmlu-college_medicine,F,"A:Deoxyribose
B:Phosphate
C:Cytosine
D:Nitrogenous base
E:Uracil
F:Thymine
G:Ribose
H:Guanine
I:Pyrimidine
J:Adenine"
1280,"The Traditional Religion Advocacy Party (TRAP) has successfully lobbied the State of Texarkana for a statute named ""Equal Rights for All Religions."" The law requires broadcasters that air segments discussing Christianity to allow equal time for segments on Judaism, Islam, Hinduism, and Buddhism. The American Atheism Association (AAA) has put together a broadcast segment about atheism, rejecting all religions, but four of the five Texarkana stations have declined to air the segment because they believe it would violate the statute. AAA has filed suit against the state, challenging the constitutionality of the statute. What is the strongest argument AAA can make in support of striking down the Equal Rights for All Religions statute?","['The statute discriminates against atheism, therefore violating the Equal Protection Clause.'
 'The fact that the statute involves only broadcast media and not print media is an Equal Protection violation.'
 ""The statute is unconstitutional because it interferes with the AAA's right to reject all religions.""
 'The statute is not narrowly tailored to promote a compelling governmental interest.'
 'The First Amendment prohibits government interference with the free exercise of religion.'
 ""The statute violates the Due Process Clause by restricting AAA's right to express their beliefs.""]",Answer: D,3,,law,ori_mmlu-professional_law,D,"A:The statute discriminates against atheism, therefore violating the Equal Protection Clause.
B:The fact that the statute involves only broadcast media and not print media is an Equal Protection violation.
C:The statute is unconstitutional because it interferes with the AAA's right to reject all religions.
D:The statute is not narrowly tailored to promote a compelling governmental interest.
E:The First Amendment prohibits government interference with the free exercise of religion.
F:The statute violates the Due Process Clause by restricting AAA's right to express their beliefs."
2943,"Given the following testcross data for corn in which the genesfor fine stripe (f), bronzealeurone(bz) and knotted leaf(Kn) are involved: Phenotype Number Kn + + 451 Kn f + 134 + + + 97 + fbz 436 Kn +bz 18 + +bz 119 + f + 24 Kn fbz 86 Total 1,365 (a) Determine the sequence of the three genes. (b) Calculate the amount of recombination that occurred betweeneach pair of loci. (c) Calculate the coefficient of coincidence.","['The correct sequence of the three genes is Knfbz or zfbKn, the amount of recombination for Region I is 17%, for Region II is 19%, and the total recombination between f and Kn is 36%, and the coefficient of coincidence (c.c.) is .88'
 'The correct sequence of the three genes is bzKnf or fbzKn, the amount of recombination for Region I is 14%, for Region II is 23%, and the total recombination between f and Kn is 37%, and the coefficient of coincidence (c.c.) is .83'
 'The correct sequence of the three genes is Knbzf or fbzKn, the amount of recombination for Region I is 21.6%, for Region II is 16.5%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .86'
 'The correct sequence of the three genes is fzbKn or Knbzf, the amount of recombination for Region I is 18%, for Region II is 22%, and the total recombination between f and Kn is 40%, and the coefficient of coincidence (c.c.) is .82'
 'The correct sequence of the three genes is Knzb or bzKn, the amount of recombination for Region I is 15%, for Region II is 20%, and the total recombination between f and Kn is 35%, and the coefficient of coincidence (c.c.) is .90'
 'The correct sequence of the three genes is fKnzb or bzKn, the amount of recombination for Region I is 16.5%, for Region II is 21.6%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .86'
 'The correct sequence of the three genes is zfbKn or Knfzb, the amount of recombination for Region I is 22%, for Region II is 16%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .87'
 'The correct sequence of the three genes is zKnfb or fbKn, the amount of recombination for Region I is 20.5%, for Region II is 17.5%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .84'
 'The correct sequence of the three genes is fKnzb or bzKn, the amount of recombination for Region I is 19%, for Region II is 17%, and the total recombination between f and Kn is 36%, and the coefficient of coincidence (c.c.) is .91'
 'The correct sequence of the three genes is Knfzb or zbfKn, the amount of recombination for Region I is 20%, for Region II is 18%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .85']",Answer: C,2,,biology,stemez-Genetics,C,"A:The correct sequence of the three genes is Knfbz or zfbKn, the amount of recombination for Region I is 17%, for Region II is 19%, and the total recombination between f and Kn is 36%, and the coefficient of coincidence (c.c.) is .88
B:The correct sequence of the three genes is bzKnf or fbzKn, the amount of recombination for Region I is 14%, for Region II is 23%, and the total recombination between f and Kn is 37%, and the coefficient of coincidence (c.c.) is .83
C:The correct sequence of the three genes is Knbzf or fbzKn, the amount of recombination for Region I is 21.6%, for Region II is 16.5%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .86
D:The correct sequence of the three genes is fzbKn or Knbzf, the amount of recombination for Region I is 18%, for Region II is 22%, and the total recombination between f and Kn is 40%, and the coefficient of coincidence (c.c.) is .82
E:The correct sequence of the three genes is Knzb or bzKn, the amount of recombination for Region I is 15%, for Region II is 20%, and the total recombination between f and Kn is 35%, and the coefficient of coincidence (c.c.) is .90
F:The correct sequence of the three genes is fKnzb or bzKn, the amount of recombination for Region I is 16.5%, for Region II is 21.6%, and the total recombination between f and Kn is 38.1%, and the coefficient of coincidence (c.c.) is .86
G:The correct sequence of the three genes is zfbKn or Knfzb, the amount of recombination for Region I is 22%, for Region II is 16%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .87
H:The correct sequence of the three genes is zKnfb or fbKn, the amount of recombination for Region I is 20.5%, for Region II is 17.5%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .84
I:The correct sequence of the three genes is fKnzb or bzKn, the amount of recombination for Region I is 19%, for Region II is 17%, and the total recombination between f and Kn is 36%, and the coefficient of coincidence (c.c.) is .91
J:The correct sequence of the three genes is Knfzb or zbfKn, the amount of recombination for Region I is 20%, for Region II is 18%, and the total recombination between f and Kn is 38%, and the coefficient of coincidence (c.c.) is .85"
782,A stock was sold at a gain of 13.5 percent on its original cost. Find the percent the selling price is of the original cost.,"['110%' '103.5%' '108.5%' '123.5%' '130.5%' '100%' '113.5%' '90.5%'
 '126.5%' '115%']",Answer: G,6,,business,stemez-Business,G,"A:110%
B:103.5%
C:108.5%
D:123.5%
E:130.5%
F:100%
G:113.5%
H:90.5%
I:126.5%
J:115%"
9336,Find the ratio of the radius $R$ to the height $H$ of a right-circular cylinder of fixed volume $V$ that minimizes the surface area $A$.,"[' $\\frac{1}{2}$ $H$' '$\\frac{1}{4}$ $H$' '$\\frac{3}{2}H$'
 '$\\frac{2}{3}H$' '$2H$' '$\\sqrt{2}H$' '$3H$' '$H$'
 '$\\frac{H}{\\sqrt{3}}$' '$\\frac{1}{\\sqrt{2}}H$']",Answer: A,0,,physics,scibench-class,A,"A: $\frac{1}{2}$ $H$
B:$\frac{1}{4}$ $H$
C:$\frac{3}{2}H$
D:$\frac{2}{3}H$
E:$2H$
F:$\sqrt{2}H$
G:$3H$
H:$H$
I:$\frac{H}{\sqrt{3}}$
J:$\frac{1}{\sqrt{2}}H$"
3786,"The dielectric constant of gaseous SO_2 is 1.00993 at 273 K and 1.00569 at 373 K, at P = 1 atm. Calculate the dipole moment of SO_2. Assume ideal gas behavior.","['1.88 D' '1.63 D' '1.30 D' '1.45 D' '0.97 D' '1.75 D' '1.92 D' '2.15 D'
 '2.05 D' '1.20 D']",Answer: B,1,,chemistry,stemez-PhysicalChemistry,B,"A:1.88 D
B:1.63 D
C:1.30 D
D:1.45 D
E:0.97 D
F:1.75 D
G:1.92 D
H:2.15 D
I:2.05 D
J:1.20 D"
1934,"A state statute provides: ""Whenever a person knows or should know that he (or she) is being arrested by a police officer, it is the duty of such person to refrain from using force or any weapon in resisting arrest. "" Violation of the statute is made punishable by fine and/or imprisonment. One morning, there was a bank robbery in the state. That afternoon, a police officer arrested a suspect who he believed was involved in the crime. However, the police officer and the suspect have given different accounts concerning what happened next. According to the police officer, after the suspect was apprehended, he resisted arrest and hit the police officer in the mouth with his fist. The police officer, who was momentarily stunned, pulled out his nightstick and struck the suspect over the head with it. On the other hand, the suspect claimed that after he was arrested, he cursed at the policeman, whereupon the police officer began hitting the suspect with his nightstick. To avoid being hit again, the suspect hit the police officer with his fist, knocking him down. The suspect was charged with assault. The suspect should be found","[""not guilty, if the arrest was unlawful without probable cause and the jury believes the suspect's account.""
 ""not guilty, if the arrest was lawful, provided that the jury believes the suspect's account.""
 'guilty, if the arrest was lawful, regardless which account the jury believes.'
 'guilty, if the arrest was unlawful, regardless which account the jury believes.']",Answer: B,1,,law,ori_mmlu-professional_law,B,"A:not guilty, if the arrest was unlawful without probable cause and the jury believes the suspect's account.
B:not guilty, if the arrest was lawful, provided that the jury believes the suspect's account.
C:guilty, if the arrest was lawful, regardless which account the jury believes.
D:guilty, if the arrest was unlawful, regardless which account the jury believes."
